EBITDA,Free Cash Flow,Total Cash,Total Revenue,Revenue/sh,Enterprise Value,Enterprise To Revenue,Enterprise To EBITDA,Sharpe Ratio,Div Payout Ratio,Consecutive Yrs Div Increase,ROE,ROA,Beneish M,Altman Z,S&P 500 Member,Dow Jones Member,Industry,Sector,Company,Symbol,Risk Score,Risk Category
448969984.0,-21525124.0,1181510016.0,3703137024.0,24.22,6931593216.0,1.872,15.439,0.6057901034,0.3399999999999999,0,0.0559999999999999,0.031,-2.11,2.27,0,0,Communication Equipment,Technology,Ciena Corporation,CIEN,-3,Low
87486000.0,59243248.0,129344000.0,367823008.0,9.47,812072256.0,2.208,9.282,0.4702595733,0.3399999999999999,0,-0.33,-0.198,-2.77,0.28,0,0,Software-Application,Technology,Cerence Inc.,CRNC,3,Medium
83614000.0,45458752.0,176128992.0,473313984.0,8.61,1029611904.0,2.175,12.314,-0.056334515,0.489,1,0.134,0.078,-2.39,3.67,0,0,Software-Application,Technology,Sapiens International Corporati,SPNS,-3,Low
904214976.0,460226368.0,176082000.0,6150363136.0,119.46,8928220160.0,1.452,9.874,-0.233185103,0.086,0,0.1669999999999999,0.071,-2.51,2.48,0,0,Information Technology Services,Technology,Concentrix Corporation,CNXC,-3,Low
-75742000.0,56710000.0,591160000.0,306215008.0,8.42,2681504000.0,8.757,-35.403,0.3457650839,0.3399999999999999,0,-0.121,-0.092,-2.66,9.38,0,0,Software-Application,Technology,"Duolingo, Inc.",DUOL,-3,Low
-36506000.0,1698562.5,133257000.0,487567008.0,11.69,437495136.0,0.897,-11.984,0.0977626733,0.3399999999999999,0,0.038,0.011,-2.43,2.03,0,0,Software-Application,Technology,Xperi Inc.,XPER,0,Medium
-509702419.52,-137750000.0,4397000192.0,25550000128.0,13.19,63045324800.0,2.468,-44.242,0.1268546595,0.3399999999999999,0,-0.975,-0.265,-2.22,-0.22,0,0,Software-Application,Technology,"Uber Technologies, Inc.",UBER,0,Medium
-106818000.0,108761376.0,239712992.0,616371008.0,10.78,3317034240.0,5.382,-31.053,0.8176651735,0.3399999999999999,0,1.143,-0.123,-2.95,-0.03,0,0,Software-Infrastructure,Technology,"Rapid7, Inc.",RPD,3,Medium
-96724000.0,-9350000.0,240504000.0,28320000.0,0.32,343746016.0,12.138,-3.554,0.3457650839,0.3399999999999999,0,-0.174,-0.118,-2.43,4.52,0,0,Semiconductors,Technology,Navitas Semiconductor Corporati,NVTS,1,Medium
-54553000.0,-26113876.0,423351008.0,6442000.0,0.04,682399872.0,105.93,-12.509,0.3457650839,0.3399999999999999,0,-0.177,-0.1669999999999999,16.190599999999993,11.92,0,0,Computer Hardware,Technology,"IonQ, Inc.",IONQ,1,Medium
-215963008.0,336424256.0,2457603072.0,1744380032.0,0.87,15551160320.0,8.915,-72.008,-1.040739169,0.3399999999999999,0,-0.239,-0.17,-2.52,6.49,0,0,Software-Infrastructure,Technology,Palantir Technologies Inc.,PLTR,-6,Low
1865000.0,14125125.0,142514000.0,258752992.0,1.5,761913728.0,2.945,103.55501999999976,0.3457650839,0.3399999999999999,0,1.466,0.3060599999999995,0.4,4.95,0,0,Software-Infrastructure,Technology,Cellebrite DI Ltd.,CLBT,-3,Low
-20701000.0,-58456624.0,43940000.0,222608992.0,3.89,398279424.0,1.789,-19.24,0.3457650839,0.3399999999999999,0,-0.1718,-0.0326,-1.22,1.76,0,0,Software-Infrastructure,Technology,"Lesaka Technologies, Inc.",LSAK,3,Medium
-4599717.0,-1700236.0,6823898.0,1031112.0,0.02,416032320.0,133.02822999999944,-83.93912,0.3457650839,0.3399999999999999,0,-0.407,-0.368,-2.43,21.38149999999986,0,0,Scientific & Technical Instruments,Technology,Focus Universal Inc.,FCUV,1,Medium
-4858000.0,-10928250.0,1203000.0,29114000.0,1.3,16492323.0,0.566,-3.395,0.3457650839,0.3399999999999999,0,-0.113,-0.094,-2.5,2.77,0,0,Communication Equipment,Technology,"ClearOne, Inc.",CLRO,4,High
952342976.0,649020032.0,996899968.0,1373376000.0,12.44,20636227584.0,15.026,21.669,0.5685210785,0.3399999999999999,0,-0.595,0.3060599999999995,-1.9,-5.13,1,0,Software-Infrastructure,Technology,"VeriSign, Inc.",VRSN,-4,Low
157326000.0,-153848752.0,1376408064.0,975460992.0,26.58,3073379328.0,3.151,19.535,0.518581149,0.3399999999999999,0,0.034,0.024,-1.74,5.57,0,0,Semiconductors,Technology,"Silicon Laboratories, Inc.",SLAB,-3,Low
-188148992.0,52232752.0,482415008.0,389352000.0,3.28,1392427008.0,3.576,-7.401,-1.10518364212,0.3399999999999999,0,-0.204,-0.099,-2.56,0.29,0,0,Software-Application,Technology,"Fastly, Inc.",FSLY,3,Medium
171344000.0,-73326248.0,83488000.0,1862728960.0,70.03,1394160384.0,0.748,8.137,0.1464185378,0.3399999999999999,0,0.151,0.08,-2.09,3.74,0,0,Software-Application,Technology,ePlus inc.,PLUS,-6,Low
4990741.0,-2339603.0,18453200.0,36709932.0,1.71,24582044.0,0.67,4.926,0.3457650839,0.3399999999999999,0,1.115,0.288,16.190599999999993,1.06,0,0,Software-Application,Technology,AGM Group Holdings Inc.,AGMH,7,High
14589000.0,-4962000.0,45929000.0,285822016.0,10.71,500894432.0,1.752,34.334,-0.62203862,0.3399999999999999,0,0.098,0.05,-2.02,4.79,0,0,Communication Equipment,Technology,Cambium Networks Corporation,CMBM,-3,Low
-36996000.0,91591128.0,1029590976.0,473440992.0,8.03,3769738752.0,7.962,-83.93912,0.5219069559,0.3399999999999999,0,-0.5670000000000001,-0.042,-2.6,1.78,0,0,Software-Application,Technology,"BlackLine, Inc.",BL,3,Medium
-13400000.0,-8673500.0,49568000.0,67487000.0,1.26,64844832.0,0.961,-4.839,0.3457650839,0.3399999999999999,0,-0.477,-0.171,-1.73,-3.56,0,0,Semiconductors,Technology,"Pixelworks, Inc.",PXLW,7,High
145002000.0,-78115248.0,104734000.0,913948992.0,9.38,2186116608.0,2.392,15.076,0.3457650839,0.3399999999999999,0,0.106,0.053,-2.67,3.4,0,0,Information Technology Services,Technology,"TaskUs, Inc.",TASK,-3,Low
37981000.0,32765750.0,57841000.0,264224000.0,8.19,587775104.0,2.225,15.476,0.3457650839,0.41,0,0.149,0.086,-2.02,3.83,0,0,Communication Equipment,Technology,AudioCodes Ltd.,AUDC,-3,Low
720600000.0,184024992.0,262500000.0,3083200000.0,18.55,5405703168.0,1.753,7.502,-0.500604288,0.046,0,0.8440000000000001,0.104,-2.33,2.05,0,0,Scientific & Technical Instruments,Technology,Vontier Corporation,VNT,-3,Low
146143008.0,231315248.0,374646016.0,874115008.0,11.87,2427222016.0,2.777,16.609,0.2866768457,0.3399999999999999,0,0.025,0.017,-2.9,2.24,0,0,Software-Infrastructure,Technology,"NetScout Systems, Inc.",NTCT,0,Medium
2919597056.0,1698562.5,2640687104.0,6510944768.0,37.64,-1847048204.8,-0.313,-0.697,0.4141290299,0.3399999999999999,0,0.564,0.3060599999999995,16.190599999999993,6.18,0,0,Computer Hardware,Technology,Canaan Inc.,CAN,-6,Low
51150000.0,75581248.0,160216992.0,394031008.0,4.54,426370848.0,1.082,8.336,0.2018550578,0.3399999999999999,0,-0.8959999999999999,0.185,-1.37,0.74,0,0,Software-Application,Technology,"Rimini Street, Inc.",RMNI,3,Medium
50416476.0,1698562.5,44457000.0,45655000.0,0.62,113020856.0,2.476,5.7445,0.3457650839,0.3399999999999999,0,-0.526,-0.345,-2.61,-1.69,0,0,Software-Infrastructure,Technology,Mogo Inc.,MOGO,7,High
-15642000.0,14927041.0,22561000.0,1383068032.0,19.48,8627866.0,0.006,-0.552,0.3457650839,0.3399999999999999,0,-0.4167,-0.1141,16.190599999999993,1.8,0,0,Information Technology Services,Technology,BIT Mining Limited,BTCM,-3,Low
2992000000.0,1914375040.0,9543000064.0,23875999744.0,4.24,20679796736.0,0.866,6.912,0.3457650839,0.174,0,0.096,0.043,-2.35,1.5,0,0,Communication Equipment,Technology,Nokia Corporation Sponsored,NOK,0,Medium
6465000.0,3224750.0,15081000.0,23896000.0,1.19,28926650.0,1.211,4.474,0.3457650839,0.943,0,0.255,0.175,-2.47,5.14,0,0,Software-Application,Technology,MIND C.T.I. Ltd.,MNDO,1,Medium
45135328.0,-133931384.0,3481678.0,137481424.0,3.46,188112720.0,1.368,4.168,-0.761332368,0.3399999999999999,0,-0.146,-0.135,-3.17,1.04,0,0,Software-Application,Technology,"CleanSpark, Inc.",CLSK,3,Medium
21840095723.519997,2844124928.0,27043999744.0,73394003968.0,17.99,120931000000.0,1.648,4.774,0.3217720915,0.442,0,0.133,0.077,-2.65,2.23,1,0,Semiconductors,Technology,Intel Corporation,INTC,-10,Low
-5758000.0,-17742750.0,26528000.0,380801984.0,5.81,212968064.0,0.559,-36.986,-1.10518364212,0.3399999999999999,0,0.417,-0.2019999999999999,-2.41,-3.61,0,0,Computer Hardware,Technology,Quantum Corporation,QMCO,3,Medium
50416476.0,-1424500.0,24908000.0,7228000.0,0.34,-9035262.0,-1.25,5.7445,0.3457650839,0.3399999999999999,0,-0.143,-0.108,-4.37,0.79,0,0,Consumer Electronics,Technology,Emerson Radio Corporation,MSN,7,High
310000000.0,386875008.0,545000000.0,1860999936.0,17.52,3345452032.0,1.798,10.792,0.3369627211,0.3399999999999999,0,0.253,0.038,-3.32,1.37,0,0,Software-Infrastructure,Technology,Teradata Corporation,TDC,0,Medium
193508000.0,181379504.0,224864000.0,585014016.0,13.39,2537225472.0,4.337,13.112,0.4633172972,0.354,0,0.2269999999999999,0.064,-2.75,2.21,0,0,Software-Application,Technology,Progress Software Corporation,PRGS,0,Medium
-17371628.0,-7533833.0,13764652.0,188429.0,0.01,76879744.0,133.02822999999944,-4.426,0.3457650839,0.3399999999999999,0,-0.977,-0.8809999999999999,-3.91,10.22,0,0,Semiconductors,Technology,POET Technologies Inc.,POET,1,Medium
-4506000.0,1098227.0,11957000.0,16136000.0,0.86,31768768.0,1.969,-7.05,0.3457650839,0.3399999999999999,0,-0.228,-0.176,-3.35,-3.2,0,0,Software-Application,Technology,"Intellicheck, Inc.",IDN,7,High
-41139000.0,-35564752.0,10974000.0,169086000.0,4.27,396575904.0,2.345,-9.64,0.3457650839,0.3399999999999999,0,-1.384,-0.235,-4.57,0.28,0,0,Semiconductors,Technology,"SkyWater Technology, Inc.",SKYT,3,Medium
-40470180.0,-13525260.0,100581792.0,11843816.0,0.19,220850816.0,18.647,-5.457,-0.725641268,0.3399999999999999,0,-0.35,-0.3279999999999999,0.35,7.34,0,0,Consumer Electronics,Technology,Vuzix Corporation,VUZI,1,Medium
83242000.0,28289624.0,391040992.0,301600992.0,6.87,818380096.0,2.713,9.831,0.3457650839,0.3399999999999999,0,0.218,0.1159999999999999,-1.4,4.16,0,0,Semiconductor Equipment & Materials,Technology,Camtek Ltd.,CAMT,-3,Low
-351012992.0,-23346376.0,238912000.0,467828000.0,2.48,3941411328.0,8.425,-11.229,-0.304338871,0.3399999999999999,0,-1.902,-0.539,-3.47,0.8,0,0,Software-Application,Technology,"Asana, Inc.",ASAN,3,Medium
439964000.0,175193376.0,493304992.0,7331890176.0,116.12,3141837824.0,0.429,7.141,0.521195129,0.3399999999999999,0,0.139,0.055,-2.56,1.94,0,0,Electronic Components,Technology,Sanmina Corporation,SANM,-3,Low
1052740992.0,417047264.0,776056000.0,3308254976.0,20.65,11844915200.0,3.58,11.251,0.7288940178,0.09,0,0.32,0.216,-2.45,10.04,1,0,Semiconductor Equipment & Materials,Technology,"Teradyne, Inc.",TER,-10,Low
-16484000.0,-8232250.0,41461000.0,33502000.0,1.37,10448269.0,0.312,-0.634,0.3457650839,0.3399999999999999,0,-0.236,-0.1989999999999999,-2.34,2.94,0,0,Semiconductors,Technology,"GSI Technology, Inc.",GSIT,4,High
1285757952.0,853732352.0,1001243008.0,3121908992.0,100.9,-54611456.0,-0.017,-0.042,0.3457650839,0.3399999999999999,0,0.248,0.168,-3.23,7.86,0,0,Software-Application,Technology,Karooooo Ltd.,KARO,-6,Low
1461730048.0,588166400.0,858790976.0,4570720768.0,42.13,10068792320.0,2.203,6.888,0.3649248648,0.3399999999999999,0,0.154,0.092,-2.7,3.14,1,0,Semiconductors,Technology,"Qorvo, Inc.",QRVO,-10,Low
-509702419.52,1949255936.0,3334469120.0,4497548800.0,12.2,-1847048204.8,-0.575,2.246,0.3457650839,0.3399999999999999,0,-0.296,-0.118,-3.08,-0.74,0,0,Software-Application,Technology,OneConnect Financial Technology,OCFT,0,Medium
-9245000.0,-5987875.0,833000.0,29906000.0,2.17,47289456.0,1.581,-5.115,0.3457650839,0.3399999999999999,0,-0.622,-0.446,-4.04,-4.97,0,0,Scientific & Technical Instruments,Technology,"MIND Technology, Inc.",MIND,7,High
158880992.0,-2982625.0,76292000.0,362289984.0,18.19,1802784256.0,4.976,11.347,0.9925826797069996,0.3399999999999999,0,0.1798999999999999,0.0981,-3.37,1.49,0,0,Software-Infrastructure,Technology,"Consensus Cloud Solutions, Inc.",CCSI,3,Medium
-18120000.0,-3217375.0,5357000.0,56531000.0,1.03,122560584.0,2.168,-6.764,0.3457650839,0.3399999999999999,0,-0.2769999999999999,-0.2339999999999999,-2.46,-0.95,0,0,Software-Application,Technology,"Smith Micro Software, Inc.",SMSI,7,High
6298999808.0,7431124992.0,8479000064.0,29418999808.0,25.0,121000000000.0,4.111,19.202,0.3457650839,0.69,0,0.079,0.042,-1.98,3.39,0,0,Software-Application,Technology,SAP  SE,SAP,-6,Low
4655000064.0,-1028499968.0,2777999872.0,27978999808.0,21.4,29332881408.0,1.048,6.301,0.3115231848,0.7240000000000001,0,0.043,0.015,-2.74,0.69,1,0,Communication Equipment,Technology,Hewlett Packard Enterprise Comp,HPE,-4,Low
-31721000.0,16189375.0,33667000.0,212215008.0,7.76,194908544.0,0.918,-6.144,-0.320012053,0.3399999999999999,0,-0.266,-0.139,-3.05,-0.25,0,0,Semiconductors,Technology,"Applied Optoelectronics, Inc.",AAOI,3,Medium
-26935000.0,-109966248.0,269742016.0,165343008.0,0.83,1461845760.0,8.841,-54.273,0.3457650839,0.3399999999999999,0,0.748,-0.067,-1.33,-0.37,0,0,Software-Infrastructure,Technology,Global Blue Group Holding AG,GB,3,Medium
813054016.0,133958496.0,1106657024.0,5328907776.0,32.0,7221623296.0,1.355,8.882,0.3457650839,0.3399999999999999,0,0.216,0.128,-2.27,7.41,0,0,Computer Hardware,Technology,Logitech International S.A. - R,LOGI,-6,Low
220300000.0,155312496.0,281500000.0,3699300096.0,47.04,2315949056.0,0.626,10.513,-0.026082249,0.3399999999999999,0,0.423,-0.146,-3.2,-0.42,0,0,Software-Application,Technology,Diebold Nixdorf Incorporated,DBD,0,Medium
-129228496.0,1698562.5,996585984.0,5133043200.0,82.03,807095616.0,0.157,-6.245,0.3457650839,0.3399999999999999,0,-0.063,-0.03,-1.89,1.38,0,0,Consumer Electronics,Technology,Zepp Health Corporation,ZEPP,0,Medium
2668000.0,-11722125.0,68125000.0,205202000.0,2.89,187134464.0,0.912,70.14,-1.10518364212,0.3399999999999999,0,-0.063,-0.039,-1.88,0.94,0,0,Information Technology Services,Technology,"Cantaloupe, Inc.",CTLP,3,Medium
34598000.0,-1142100390.4,69386000.0,503859008.0,46.57,5459621888.0,10.836,103.55501999999976,0.3457650839,0.3399999999999999,0,-3.37453,-0.426,-2.87,-1.7,0,0,Software-Application,Technology,MicroStrategy Incorporated,MSTR,3,Medium
3532000.0,-370625.0,8246000.0,36330000.0,6.22,25139782.0,0.692,7.118,0.3457650839,0.3399999999999999,0,0.306,0.153,1.65,1.96,0,0,Electronic Components,Technology,Eltek Ltd.,ELTK,4,High
42724000.0,17815124.0,49671000.0,493572000.0,27.07,405061632.0,0.821,9.481,0.3457650839,0.3399999999999999,0,0.247,0.083,-2.74,3.5,0,0,Information Technology Services,Technology,IBEX Limited,IBEX,-3,Low
501100000.0,669912512.0,1446300032.0,2250800128.0,6.0,8593032192.0,3.818,17.148,0.096448418,0.3399999999999999,0,-0.7390000000000001,0.123,-2.99,1.39,0,0,Software-Infrastructure,Technology,"Dropbox, Inc.",DBX,0,Medium
406280992.0,8190500.0,1521448960.0,2004153984.0,23.22,1769713536.0,0.883,4.356,-0.278619409,0.3399999999999999,0,0.015,0.008,-2.59,1.22,0,0,Communication Equipment,Technology,EchoStar Corporation,SATS,0,Medium
448113984.0,113807376.0,1234653056.0,1490619008.0,28.29,3152633344.0,2.115,7.035,0.100964252,0.3399999999999999,0,0.1,0.087,-2.73,9.79,0,0,Semiconductor Equipment & Materials,Technology,IPG Photonics Corporation,IPGP,-6,Low
-7318454.0,-2275752.0,3751391.0,188429.0,0.01,40158676.0,133.02822999999944,-5.487,0.3457650839,0.3399999999999999,0,-3.37453,-1.31077,-2.43,-8.02,0,0,Scientific & Technical Instruments,Technology,"SOBR Safe, Inc.",SOBR,7,High
50416476.0,1698562.5,9456600064.0,1345143040.0,1.66,1888931712.0,1.404,5.7445,0.9925826797069996,0.3399999999999999,0,-0.181,-0.059,-3.11,0.17,0,0,Software-Infrastructure,Technology,"Robinhood Markets, Inc.",HOOD,0,Medium
2299403008.0,661645248.0,2999000064.0,7480078848.0,14.31,29705703424.0,3.971,12.919,0.8665672046,0.3399999999999999,0,0.0969999999999999,0.051,-3.39,1.68,0,0,Semiconductors,Technology,GlobalFoundries Inc.,GFS,0,Medium
701262016.0,138196624.0,846705024.0,3374040064.0,23.31,2677174528.0,0.793,3.818,0.3261957174,0.147,0,0.215,0.11,-2.53,3.28,0,0,Semiconductors,Technology,"Vishay Intertechnology, Inc.",VSH,-6,Low
103909000.0,38731624.0,22162000.0,596259008.0,7.75,1209077248.0,2.028,11.636,0.3457650839,0.3399999999999999,0,0.243,-0.0139999999999999,-2.46,0.72,0,0,Software-Infrastructure,Technology,"Priority Technology Holdings, I",PRTH,3,Medium
147626000.0,222167632.0,647648000.0,1513047040.0,5.46,6704913920.0,4.431,45.418,-0.453664403,0.3399999999999999,0,-0.0579999999999999,-0.024,-2.77,1.04,0,0,Software-Infrastructure,Technology,Informatica Inc.,INFA,0,Medium
960000.0,-22258624.0,45141000.0,618795008.0,12.64,1692940928.0,2.736,103.55501999999976,0.235440392,0.3399999999999999,0,-0.094,-0.05,-1.07,1.91,0,0,Communication Equipment,Technology,"ADTRAN Holdings, Inc.",ADTN,0,Medium
-13877000.0,6599875.0,97809000.0,216666000.0,5.46,340665472.0,1.572,-24.549,0.2845421226,0.3399999999999999,0,-0.119,-0.078,-2.88,3.98,0,0,Software-Infrastructure,Technology,OneSpan Inc.,OSPN,-3,Low
83373000.0,62390500.0,643379968.0,805896000.0,16.1,3261889280.0,4.048,39.124,0.5096553707,0.3399999999999999,0,0.081,0.038,-2.07,3.65,0,0,Software-Application,Technology,"Alarm.com Holdings, Inc.",ALRM,-3,Low
-228304000.0,-42205752.0,907280000.0,265660992.0,2.52,506149312.0,1.905,-2.217,0.4499232199,0.3399999999999999,0,-0.242,-0.208,-0.56,4.18,0,0,Information Technology Services,Technology,"C3.ai, Inc.",AI,-3,Low
4491975.0,-5861120.0,4864441.0,29845652.0,1.15,15867444.0,0.532,3.532,0.3457650839,0.3399999999999999,0,0.478,0.3060599999999995,5.98,1.62,0,0,Software-Application,Technology,Digihost Technology Inc.,DGHI,7,High
-93490000.0,-677871616.0,272511008.0,308432000.0,2.75,806002304.0,2.613,-8.621,-1.073386928,0.3399999999999999,0,-0.239,-0.213,0.89,1.17,0,0,Software-Application,Technology,"Riot Blockchain, Inc",RIOT,3,Medium
84352808.0,1698562.5,395624864.0,287293824.0,1.91,74689352.0,0.26,0.885,0.3457650839,0.3399999999999999,0,0.218,0.193,-2.43,7.99,0,0,Software-Application,Technology,Yalla Group Limited,YALA,-3,Low
28000.0,3870500.0,32328000.0,48149000.0,3.62,202059152.0,4.197,103.55501999999976,0.3457650839,0.3399999999999999,0,0.005,0.005,-2.59,21.38149999999986,0,0,Software-Application,Technology,"Red Violet, Inc.",RDVT,1,Medium
5220000.0,-272000.0,13118000.0,44065000.0,11.09,13449693.0,0.305,2.577,0.3457650839,0.3399999999999999,0,0.085,0.055,-2.6,2.75,0,0,Semiconductor Equipment & Materials,Technology,Trio-Tech International,TRT,4,High
10579000.0,49156500.0,92497000.0,456633984.0,3.07,2561607936.0,5.61,103.55501999999976,0.3457650839,0.3399999999999999,0,-0.034,-0.011,-2.89,3.16,0,0,Software-Application,Technology,"Vertex, Inc.",VERX,-3,Low
202120000.0,305314368.0,93411000.0,1062921984.0,3.45,12806413312.0,12.048,63.36,-0.588677923,0.1939999999999999,0,0.4039999999999999,0.064,-2.59,2.79,0,0,Software-Application,Technology,"Bentley Systems, Incorporated",BSY,-3,Low
177223008.0,64128000.0,715560000.0,634195008.0,1.49,2379326720.0,3.752,13.426,0.3457650839,0.3399999999999999,0,0.069,0.0289999999999999,-2.76,2.85,0,0,Software-Application,Technology,Sportradar Group AG,SRAD,0,Medium
88073000.0,-595035904.0,416420000.0,196958000.0,1.17,4049346560.0,20.559,45.977,0.3457650839,0.3399999999999999,0,0.0672,0.0162,-2.44,21.38149999999986,0,0,Software-Application,Technology,AMTD Digital Inc.,HKD,-3,Low
-8109000.0,-45916124.0,16753000.0,53813000.0,1.32,209535984.0,3.894,-25.84,0.3457650839,0.3399999999999999,0,0.038,-0.114,-2.38,0.68,0,0,Semiconductors,Technology,Sequans Communications S.A.,SQNS,7,High
115969000.0,290392256.0,334644992.0,840382976.0,6.6,4316949504.0,5.137,37.225,0.3457650839,0.3399999999999999,0,0.0289999999999999,0.012,-2.69,1.63,0,0,Software-Application,Technology,Bumble Inc.,BMBL,3,Medium
3002000.0,38526124.0,150018000.0,273215008.0,4.16,765880576.0,2.803,103.55501999999976,0.4051842599,0.3399999999999999,0,-0.1,-0.087,-2.61,13.76,0,0,Information Technology Services,Technology,"Grid Dynamics Holdings, Inc.",GDYN,-3,Low
-57920000.0,-17215750.0,8533000.0,4247000.0,0.84,687574720.0,133.02822999999944,-11.871,0.3457650839,0.3399999999999999,0,0.038,-0.8161,-2.43,-13.5942,0,0,Scientific & Technical Instruments,Technology,Satellogic Inc.,SATL,7,High
76768000.0,58866876.0,100259000.0,277132000.0,3.55,1752535168.0,6.324,22.829,-0.559707581,0.3399999999999999,0,0.006,0.003,-2.67,1.81,0,0,Software-Application,Technology,"MeridianLink, Inc.",MLNK,0,Medium
-80921000.0,1698562.5,65010000.0,19621000.0,0.53,540440960.0,27.544,-6.679,0.3457650839,0.3399999999999999,0,0.599,-1.31077,-2.43,2.03,0,0,Software-Application,Technology,"SoundHound AI, Inc.",SOUN,4,High
138224992.0,-48850376.0,231318000.0,1076451968.0,5.08,1988051584.0,1.847,14.383,0.3457650839,0.3399999999999999,0,0.087,0.064,-0.44,9.14,0,0,Computer Hardware,Technology,"Cricut, Inc.",CRCT,-6,Low
-54861000.0,62125124.0,428964992.0,494699008.0,9.48,3970625280.0,8.026,-72.376,0.8208396573,0.3399999999999999,0,-3.37453,-0.118,-2.59,2.97,0,0,Software-Application,Technology,Workiva Inc.,WK,0,Medium
65574640.0,71878592.0,60374828.0,258324512.0,2.92,984721280.0,3.812,15.017,-0.726995621,0.3399999999999999,0,0.004,0.002,-2.65,0.59,0,0,Software-Infrastructure,Technology,Repay Holdings Corporation,RPAY,3,Medium
-509702419.52,1698562.5,26031171584.0,5673654784.0,5.22,-1847048204.8,-3.523,11.211,0.3457650839,0.3399999999999999,0,-0.034,-0.032,-2.24,13.09,0,0,Software-Application,Technology,Full Truck Alliance Co. Ltd.,YMM,-9,Low
75682000.0,45162000.0,182991008.0,251226000.0,4.88,773379456.0,3.078,10.219,0.3457650839,0.3399999999999999,0,0.2189999999999999,0.11,-1.7,2.62,0,0,Software-Application,Technology,"PubMatic, Inc.",PUBM,0,Medium
-172826000.0,159164880.0,848761024.0,919360000.0,9.84,5936176640.0,6.457,-34.348,0.2505319383,0.3399999999999999,0,-0.586,-0.15,-3.04,2.13,0,0,Software-Application,Technology,Elastic N.V.,ESTC,0,Medium
-11694000.0,4635875.0,212335008.0,123860000.0,3.76,762486528.0,6.156,-65.203,0.3457650839,0.3399999999999999,0,0.021,0.015,-2.03,8.53,0,0,Software-Application,Technology,Docebo Inc.,DCBO,-3,Low
8288424.0,-29264208.0,275315552.0,51450248.0,0.29,-208900704.0,-4.06,-25.204,0.3457650839,0.3399999999999999,0,0.0116,0.0048,-1.71,1.49,0,0,Computer Hardware,Technology,Ebang International Holdings In,EBON,7,High
-16420975.0,-12000070.0,18558012.0,47571948.0,0.53,88758352.0,1.866,-5.405,-1.006878107,0.3399999999999999,0,-0.456,-0.289,-1.54,-5.68,0,0,Electronic Components,Technology,Kopin Corporation,KOPN,7,High
-1729000.0,19670250.0,3480000.0,3683000.0,0.04,185656272.0,50.409,-83.93912,0.3457650839,0.3399999999999999,0,-0.099,-0.084,-5.83,14.85,0,0,Software-Application,Technology,"TROOPS, Inc.",TROO,1,Medium
-225614000.0,-65268624.0,2705035008.0,641958976.0,6.31,13190552576.0,20.547,-58.465,0.0769407197,0.3399999999999999,0,-0.0819999999999999,-0.036,-1.69,1.51,0,0,Software-Application,Technology,"Bill.com Holdings, Inc.",BILL,3,Medium
602152000.0,109660496.0,1482547968.0,752214976.0,28.46,3678864384.0,4.891,6.11,-1.10518364212,0.3399999999999999,0,-0.008,-0.001,-2.43,0.61,0,0,Communication Equipment,Technology,Telesat Corporation,TSAT,3,Medium
-41722000.0,-5696500.0,638220032.0,580012032.0,4.62,1011786816.0,1.744,-24.251,0.4090600065,0.3399999999999999,0,-0.13,-0.069,-2.52,1.14,0,0,Computer Hardware,Technology,3D Systems Corporation,DDD,3,Medium
-661000.0,-16911500.0,47721000.0,274708000.0,7.7,333886976.0,1.215,-83.93912,-0.151585779,0.3399999999999999,0,-0.93,-0.088,-2.03,0.42,0,0,Communication Equipment,Technology,CalAmp Corp.,CAMP,3,Medium
-130393792.0,-68157096.0,24304380.0,66169080.0,0.69,59109704.0,0.893,-0.453,0.3457650839,0.3399999999999999,0,0.038,-1.264,-0.47,-6.27,0,0,Software-Application,Technology,Swvl Holdings Corp,SWVL,7,High
-13911875.0,1698562.5,33529574.0,13453098.0,1.68,70399832.0,5.233,-5.06,0.3457650839,0.3399999999999999,0,0.038,0.011,1.53,21.38149999999986,0,0,Software-Application,Technology,Rumble Inc.,RUM,1,Medium
3555760128.0,-1142100390.4,9159176192.0,8802798592.0,48.23,35627982848.0,4.047,10.02,0.3457650839,0.3399999999999999,0,-0.07,-0.023,-2.55,0.4,0,0,Information Technology Services,Technology,GDS Holdings Limited,GDS,0,Medium
8317803.0,-18768790.0,18396988.0,152022384.0,7.27,26505972.0,0.174,3.187,0.3457650839,0.3399999999999999,0,0.079,0.051,-1.03,2.84,0,0,Information Technology Services,Technology,CLPS Incorporation,CLPS,0,Medium
2509000.0,-9535125.0,4285000.0,121826000.0,16.78,96752744.0,0.794,38.562,0.3087524292,0.3399999999999999,0,0.0069999999999999,0.004,-1.93,2.83,0,0,Computer Hardware,Technology,"AstroNova, Inc.",ALOT,0,Medium
11470570.0,571022.0,102000.99,188429.0,0.01,40486248.0,133.02822999999944,3.53,0.3457650839,0.3399999999999999,0,-0.0336,-0.0031,16.190599999999993,0.31,0,0,Software-Application,Technology,Lytus Technologies Holdings PTV,LYT,7,High
-322587008.0,46032752.0,1219376000.0,302414016.0,1.12,5433878528.0,17.968,-16.845,0.753732875,0.3399999999999999,0,-0.214,-0.168,-0.02,3.56,0,0,Software-Infrastructure,Technology,"SentinelOne, Inc.",S,-3,Low
